Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value
CHEMBL2018566,CCNc1nnc(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)s1,'=',39600.0
CHEMBL2018675,COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3-c3ccccc3)c(=O)c3c(C)noc23)cc1,'=',10800.0
CHEMBL1288537,COc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,'=',100000.0
CHEMBL3113234,Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Br,'=',90.0
CHEMBL3113227,O=S(=O)(C1CC1)N(c1ccncc1Nc1ccccc1)S(=O)(=O)C1CC1,'=',56760.0
CHEMBL3113225,O=S(=O)(Nc1ccncc1Nc1ccc(O)cc1)C(F)(F)F,'>',100000.0
CHEMBL2160147,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2cccc(Cl)c2)=N1,'=',16100.0
CHEMBL4445953,O=C1NC(=S)S/C1=C\c1ccc(OCc2cn(-c3ccc(C(=O)O)cc3)nn2)cc1,'=',360.0
CHEMBL1916947,O=C(NS(=O)(=O)c1ccccc1)c1cccnc1,'=',15800.0
CHEMBL1916951,Cc1ccc(S(=O)(=O)NC(=O)c2cccnc2)cc1,'=',18200.0
CHEMBL3265355,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,'=',4400.0
CHEMBL3233597,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)NC2=O)cc1,'=',1200.0
CHEMBL3264694,Clc1ccccc1-n1cc(CSc2nc3ccccc3o2)nn1,'=',3530.0
CHEMBL3234231,COC(=O)/C(=C/c1ccc2ccccc2c1)CSc1nc2ccccc2s1,'=',2930.0
CHEMBL3234225,COC(=O)/C(=C/c1ccc(OC)cc1)CSc1nc2ccccc2o1,'=',4760.0
CHEMBL4452428,N#Cc1c(/N=C/c2ccccc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,'=',1490.0
CHEMBL4747094,NS(=O)(=O)c1ccc(-n2nc(C(=O)O)cc2-c2ccc(Cl)s2)cc1,'=',400.0
CHEMBL3400662,CCC(C)C(=O)O[C@@]12[C@H](OC(C)=O)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,'>',50000.0
CHEMBL3410338,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccccc2)cc1,'=',8340.0
CHEMBL3402318,COc1ccc2cc(C(C)c3nc4s/c(=C\c5ccc(C(C)C)cc5)c(=O)n4n3)ccc2c1,'>',100000.0
CHEMBL1242275,c1ccc(-c2nnc(-c3cn(-c4ccccc4)nc3-c3ccccc3)o2)cc1,'=',1500.0
CHEMBL361504,CCc1onc(-c2ccccc2)c1-c1ccccc1,'=',1490.0
CHEMBL1950014,Cc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1,'=',39.6
CHEMBL1950020,O=C(O)Cc1c(C(=O)c2cc3c(cn2)CCCC3)[nH]c2cc(Cl)ccc12,'=',19.2
CHEMBL4443350,S=c1nc(-c2ccccc2)cc(-c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)[nH]1,'=',1000.0
CHEMBL3397727,CCCC/C(=C\c1cc(OCC2CCC(C(F)(F)F)CC2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,'>',10000.0
CHEMBL3410353,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(Cl)cc2Cl)cc1,'=',32260.0
CHEMBL4465261,CCOc1ccc(-c2cc(C(=O)N3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',2990.0
CHEMBL4473603,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCCN3CCOCC3)cc2-c2ccccc2)cc1,'=',560.0
CHEMBL4440769,COc1ccc(-c2cc(C(=O)NCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',870.0
CHEMBL271572,Cn1cccc1CCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',3980.0
CHEMBL3264699,Fc1ccccc1-n1cc(CSc2nc3ccccc3o2)nn1,'=',2400.0
CHEMBL3322419,COc1ccc(C2=NCCN2c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',6200.0
CHEMBL3918044,COc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)O)cc2)cc1,'>',100000.0
CHEMBL3922249,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccccc2Br)C1,'>',100000.0
CHEMBL3909725,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccccc2Cl)C1,'>',100000.0
CHEMBL3912663,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2cccc(Cl)c2)C1,'>',100000.0
CHEMBL3908967,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccc(Br)cc2)C1,'>',100000.0
CHEMBL1917099,CC(C)(C)c1ccc(S2=NS(=O)(=O)c3cc([N+](=O)[O-])ccc32)cc1,'=',270.0
CHEMBL1917102,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(-c2ccccc2)cc1,'=',500.0
CHEMBL1630234,Nc1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2,'=',1480.0
CHEMBL1630238,Cc1ccccc1-c1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2,'=',1980.0
CHEMBL4878968,Nc1ccccc1Nc1ccccc1C(=O)NCCc1c[nH]c2ccccc12,'=',1210.0
CHEMBL4857659,CN(C)c1ccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1,'=',1430.0
CHEMBL4450248,O=C(/C=C/C1=Cc2ccccc2OC1)c1ccc(F)cc1,'=',370.0
CHEMBL4533060,COc1ccc(C(=O)/C=C/C2=Cc3ccccc3OC2)cc1,'=',460.0
CHEMBL4567855,COc1ccc(C(=O)/C=C/C2=Cc3c(ccc4ccccc34)OC2)cc1,'=',380.0
CHEMBL4440974,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2cccc(Cl)c2)cc1,'=',210.0
CHEMBL4552101,NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCN3CCOCC3)cc2-c2ccc(F)cc2)cc1,'=',160.0
CHEMBL3410347,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccccc2Cl)cc1,'=',4920.0
CHEMBL3410349,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2cccc(Br)c2)cc1,'=',3480.0
CHEMBL3402332,COc1ccc2cc(C(C)c3nc4s/c(=C\c5ccc(C)s5)c(=O)n4n3)ccc2c1,'=',20500.0
CHEMBL4800072,Nc1cc(-c2ccco2)nn1-c1ccc(C(=O)O)cc1,'>',100000.0
CHEMBL4084676,O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2O[C@@H]1C(F)(F)F,'=',8.0
CHEMBL4081499,O=C(O)C1=Cc2ccc(S(F)(F)(F)(F)F)cc2OC1C(F)(F)F,'>',10000.0
CHEMBL4062140,O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)ccc2O[C@H]1C(F)(F)F,'=',302.0
CHEMBL4067108,Cc1c(C2=C(N=O)Sc3ccccc3N2)cnn1-c1ccccc1,'=',1830.0
CHEMBL4077764,Cc1c(-c2nc3ccccc3nc2N=O)cnn1-c1ccccc1,'=',6600.0
CHEMBL4064047,Cc1c(C(=O)c2conc2C(=O)c2cnn(-c3ccccc3)c2C)cnn1-c1ccccc1,'=',4500.0
CHEMBL4077191,Cc1ccc(-c2nnc(-c3cnn(-c4ccccc4)c3C)c3nocc23)cc1,'=',1280.0
CHEMBL3425979,CCOC1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2OC1O,'=',6040.0
CHEMBL3402594,Cc1c(CC(=O)NC(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,'=',7000.0
CHEMBL2160145,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(Br)cc2)=N1,'=',7600.0
CHEMBL3309446,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3c(c2)OCO3)cc1,'=',15.0
CHEMBL3309825,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1cccc2c1OCCO2,'=',27090.0
CHEMBL293229,OCc1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,'>',30000.0
CHEMBL4063273,COc1cc(/C=C/C(=O)c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc(OC)c1OC,'=',870.0
CHEMBL4791001,COC(=O)CC1N(C(=O)Nc2nnc(C)s2)C(=O)c2ccccc2S1(=O)=O,'=',799900.0
CHEMBL4799825,COC(=O)CC1NC(=O)c2ccccc2S1(=O)=O,'=',275800.0
CHEMBL4754793,COC(=O)CC1N(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O,'=',194000.0
CHEMBL3289927,CCOC(OCC)c1ccc(/C=C2\CN(C)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,'=',38210.0
CHEMBL1079335,O=S(=O)(Nc1ccncc1Nc1cccc(Br)c1)C(F)(F)F,'=',120.0
CHEMBL3309823,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1ccc2c(c1)OCCO2,'=',1970.0
CHEMBL3322420,NS(=O)(=O)c1ccc(N2CCN=C2c2ccc(F)c(F)c2)cc1,'=',6700.0
CHEMBL2333755,CCN(CC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',4670.0
CHEMBL4455511,CCc1ccc(-n2cc(CNC(=O)C(=O)c3cc4ccccc4[nH]3)nn2)cc1,'=',120.0
CHEMBL4471323,CCC1SCC(=O)N1c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2,'=',10790.0
CHEMBL4528233,CCC1SCC(=O)N1c1c(C#N)c2n(c1C(=O)Nc1ccc(Cl)cc1)CCC2,'=',1150.0
CHEMBL4440531,CCO/C=N/c1nnc(-c2ccccc2)o1,'=',110.0
CHEMBL2023860,COc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1,'=',930.0
CHEMBL1907465,COc1ccccc1-c1csc(Nc2ccc(Oc3ccccc3)cc2)n1,'>',5000.0
CHEMBL2283156,CCCCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,'=',150.0
CHEMBL2283181,CCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,'=',1000.0
CHEMBL2283178,C/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,'=',33100.0
CHEMBL3325870,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1nc2ccccc2[nH]c1=O,'=',32000.0
CHEMBL4797489,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(C(=O)O)cc2)c1C,'=',70.0
CHEMBL4750050,Fc1cccc(COc2nc3ccccc3s2)c1,'=',280.0
CHEMBL1275971,CC(C(=O)O)c1ccc(C[C@@H]2CCC[C@@H]2O)cc1Br,'=',34000.0
CHEMBL149781,CC(=O)NCc1cc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)ccc1S(N)(=O)=O,'=',6850.0
CHEMBL601015,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2=CCN(CCCCO[N+](=O)[O-])CC2)cc1,'=',12800.0
CHEMBL1086883,O=C(Nc1ccc(-c2ccc(Cl)cc2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,'>',74800.0
CHEMBL1078378,CCc1cccc(Nc2cnccc2NS(C)(=O)=O)c1,'>',100000.0
CHEMBL4444717,Cc1nc(C)c(CN2CCN(C(=O)c3cc4cc(Cl)ccc4n3Cc3ccc(Cl)cc3)CC2)nc1C,'=',21.86
CHEMBL2315015,COc1ccc2cc([C@H](C)C(=O)OCCn3c4ccccc4c(=O)c4ccccc43)ccc2c1,'=',6800.0
CHEMBL4473089,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3F)CC1)C2=O,'=',44000.0
CHEMBL4559331,NS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(CCO)cc2)cc1,'=',99000.0
CHEMBL4588254,NS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(CO)cc2)cc1,'=',24000.0
CHEMBL5280391,CC1=NN(c2ccccc2)C(=O)/C1=N/Nc1cccc(-c2nc3ccccc3s2)c1,'=',100.0
CHEMBL5266991,C=C1c2nc3ccccc3n2CC(c2ccc(S(C)(=O)=O)cc2)N1c1cc(OC)c(OC)c(OC)c1,'=',110.0
CHEMBL5279915,Cc1cc(-c2ccccc2)n(-c2nc3c(cnn3-c3ccccc3)c(=O)n2-c2ccccc2)n1,'=',870.0
CHEMBL4527978,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2,'=',52970.0
CHEMBL4537621,COc1ccc2cc(CCS(C)(=O)=O)ccc2c1,'=',10000.0
CHEMBL2063734,CC(C(=O)O)c1ccc(OC2CCCC2)cc1F,'=',26300.0
CHEMBL2041555,O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c1,'>',100000.0
CHEMBL1288772,Cc1c(Cl)cc2c(c1C)OC(C(F)(F)F)C(C(=O)O)=C2,'=',120.0
CHEMBL4794203,C/C(=N\NC(N)=S)c1nnn(-c2ccc(Cl)cc2)c1C,'=',240.0
CHEMBL4061105,Cc1c(C(=O)NCCc2ccccc2)nc2ccc(Cl)cc2c1O,'=',2540.0
CHEMBL4789246,Cc1csc(NC(=O)N2C(=O)c3ccccc3S(=O)(=O)C2C)n1,'=',291800.0
CHEMBL4796006,Cc1cccc(NC(=O)N2C(=O)c3ccccc3S(=O)(=O)C2C)n1,'=',494900.0
CHEMBL4449420,Nc1onc(-c2ccc([N+](=O)[O-])cc2)c1-c1ccc(F)cc1,'>',50000.0
CHEMBL4867038,CCCCOc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,'=',49.0
CHEMBL1630255,CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,'=',85.0
CHEMBL1630256,CC(C)CN(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',870.0
CHEMBL4872034,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1cccc(F)c1,'>',40000.0
CHEMBL4858939,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccc(Cl)cc1,'=',3980.0
CHEMBL4873475,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccc(C(F)(F)F)cc1,'>',40000.0
CHEMBL4861158,COc1cc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc(OC)c1OC,'=',8290.0
CHEMBL4204840,COc1ccc(-c2nc3cc(NC(=O)c4cccc(Cl)c4)ccc3o2)cc1OC,'=',1390.0
CHEMBL16826,CC(C)(C)c1cc(-c2nnc(N=C(N)N)s2)cc(C(C)(C)C)c1O,'=',17000.0
CHEMBL4471266,CS(=O)(=O)c1ccc(Cc2nnnn2-c2ccc(CO)cc2)cc1,'=',38000.0
CHEMBL17062,Cc1nc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccccc2)s1,'=',29.0
CHEMBL302527,C=CCn1cc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)n1,'>',100000.0
CHEMBL4088012,CCCCc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,'=',190.0
CHEMBL4062843,CN(C)/C=C/C(=O)c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,'=',550.0
CHEMBL4089144,COc1cc(C2CC(c3ccc(Nc4nc(N5CCCCC5)nc(N5CCCCC5)n4)cc3)=NN2C(C)=O)cc(OC)c1OC,'=',690.0
CHEMBL4104574,CC(=O)c1ccc(Nc2nc(N3CCCCC3)nc(N3CCCCC3)n2)cc1,'=',2410.0
CHEMBL428710,CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)ccn3)C(=O)CC2)cc1,'=',190.0
CHEMBL410419,CC1(C)OC(=O)C(Nc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',500.0
CHEMBL318678,c1ccc(-c2ccsc2-c2ccccc2)cc1,'>',300000.0
CHEMBL173169,CS(=O)(=O)c1ccc(-c2cc(O)ccc2-c2ccccc2)cc1,'=',147000.0
CHEMBL3977032,CCC(C(=O)N1CCN(c2ccccc2)CC1)n1sc2nc(C)cc(C)c2c1=O,'=',343600.0
CHEMBL1290321,O=C(O)C1=Cc2cc(Cl)cc(C#Cc3ccccc3)c2OC1C(F)(F)F,'=',140.0
CHEMBL67581,COc1ccc(-n2nc(C(=O)CCCO[N+](=O)[O-])cc2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',2500.0
CHEMBL5290170,COc1ccc2c(c1)c(Cc1nonc1O)c(C)n2C(=O)c1ccccc1,'>',100000.0
CHEMBL5181965,NS(=O)(=O)c1ccc(-n2nc3ccccc3c2-c2ccc([18F])cc2)cc1,'=',400.0
CHEMBL597733,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cn3c2CCC3)cc1,'=',5.0
CHEMBL1221730,CCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,'=',1200.0
CHEMBL5266357,N#Cc1c(-c2ccc(Cl)cc2)csc1NC(=O)CN1CCOCC1,'=',5450.0
CHEMBL5198267,CC1=NN(c2ccccc2C(=O)O)C(=O)/C1=N/Nc1ccc(S(N)(=O)=O)cc1,'=',720.0
CHEMBL5274157,CSc1nn(-c2ccc(S(C)(=O)=O)cc2)c2ncnc(NCC(=O)/N=C/c3ccco3)c12,'=',100.0
CHEMBL313048,CS(=O)(=O)c1ccc([C@@H](CO)[C@H](C(=O)O)c2ccccc2)cc1,'>',33000.0
CHEMBL369492,CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2)c2cc(Cl)ccc2S1(=O)=O,'=',64.0
CHEMBL3746930,NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2ccccc2)cc1,'=',3890.0
CHEMBL280009,CC1(O)OC(=O)C(c2ccc(F)c(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,'=',200.0
CHEMBL2087935,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,'=',78200.0
CHEMBL338371,Cc1cc(=O)c(-c2ccc3c(c2)CCCC3)c(-c2ccc(S(C)(=O)=O)cc2)o1,'>',10000.0
CHEMBL126743,Cc1cc(=O)c(Oc2ccc(C(F)(F)C(F)(F)F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'>',10000.0
CHEMBL89392,CS(=O)(=O)c1ccc([C@H]2COC(=O)[C@H]2c2ccccc2)cc1,'>',100000.0
CHEMBL399198,COc1ccc2c(c1)c(CC(=O)NCC(C)(C)CO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,'=',1200.0
CHEMBL429796,COc1ccc2c(c1)c(CCOC(=O)NS(=O)(=O)NCCCO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,'>',100000.0
CHEMBL2023649,O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)c2ccccc12,'>',10000.0
CHEMBL2023859,Clc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1,'=',910.0
CHEMBL2023858,COc1ccc(-c2csc(Nc3ccc(C)cc3)n2)cc1,'=',810.0
CHEMBL1622194,COc1ccc(Nc2nc(-c3ccc(OC)cc3)cs2)cc1,'=',1370.0
CHEMBL4569865,CCOc1ccc(-c2cc(C(=O)OCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',7640.0
CHEMBL4571604,C(=N/Nc1nnc(-c2ccncc2)o1)\c1ccccc1,'=',430.0
CHEMBL29620,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccc(F)c2)cc1,'=',7730.0
CHEMBL170180,CS(=O)(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2-c2ccccc2)cc1,'=',44000.0
CHEMBL190011,COC1(c2cc(-c3ccc(S(C)(=O)=O)cc3)n(-c3ccc(C)cc3)n2)CCCO1,'=',1200.0
CHEMBL279755,CNc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,'=',9600.0
CHEMBL442548,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)cc2)cc1,'=',760.0
CHEMBL149076,Cc1csc2nc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)n12,'=',3000.0
CHEMBL72294,Cc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)c(C)oc2=O)cc1,'=',1700.0
CHEMBL45331,Cc1cc(-c2ccc(NS(C)(=O)=O)cc2)n(-c2ccc(Br)cc2)n1,'=',770.0
CHEMBL376143,CCS(=O)(=O)Nc1ccncc1Oc1ccccc1,'=',14110.0
CHEMBL2171253,C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,'=',2500.0
CHEMBL4177185,CS(=O)(=O)c1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1,'=',340.0
CHEMBL4165597,CS(=O)(=O)c1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCCC1,'=',810.0
CHEMBL4159797,O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)C1CCCN1C(=O)OCc1ccccc1,'=',6000.0
CHEMBL1814709,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1[N+](=O)[O-].[Na+],'=',49000.0
CHEMBL1684148,C=CCOc1c(OC)cc2oc(C)cc(=O)c2c1O,'=',18010.0
CHEMBL3906921,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccccc2F)C1,'>',100000.0
CHEMBL5182027,N.O=C(O)c1cc(-c2ccc(CNc3ccc(Br)cc3)o2)ccc1O,'=',35000.0
CHEMBL5190903,CCOC(=O)c1c(O)ccc2ccn(C)c12,'>',380000.0
CHEMBL4096865,Cc1ccc(NC(=O)c2c(N=Cc3cccnc3)c(C#N)c3n2CCC3)cc1,'=',160.0
CHEMBL3973623,CC(=O)c1ccc(C(=O)O)c(Nc2ccccc2C(=O)O)c1,'>',100000.0
CHEMBL4434843,COc1ccc2c(c1)c(Cc1nonc1O)c(C)n2C(=O)c1ccc(Cl)cc1,'>',100000.0
CHEMBL4441218,CCOc1ccc(-c2cc(C(=O)OCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',1110.0
CHEMBL175,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,'=',730.0
CHEMBL4454204,Cc1ccc(-n2cc(COc3ccc(/C=C4\SC(=S)NC4=O)cc3)nn2)cc1,'=',410.0
CHEMBL1903990,COc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,'>',5000.0
CHEMBL1955883,O=C(N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,'=',15000.0
CHEMBL1957571,O=C(O)C[C@H](NC(=O)[C@H](CS)NC(=O)c1ccc(F)cc1)C(=O)O,'=',14000.0
CHEMBL4545249,COc1ccc(-c2cc(C(=O)N3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',2010.0
CHEMBL295707,COCc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,'=',68100.0
CHEMBL4072244,N#Cc1c(N=Cc2cccs2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2,'=',360.0
CHEMBL2160139,Cc1cccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)c1,'=',2700.0
CHEMBL2159921,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1C,'=',500.0
CHEMBL4438502,O=C1NC(=S)S/C1=C\c1ccc(OCc2cn(CC(=O)c3ccc(Br)cc3)nn2)cc1,'=',110.0
CHEMBL4515463,Cc1ccc(-c2cc(C(=O)N3CCSCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',890.0
CHEMBL4857562,Cc1ccccc1-c1cc(C)n(S(=O)(=O)Oc2ccccc2)n1,'=',11130.0
CHEMBL1095380,O=C(O)c1cc(/C=C/c2ccc(O)cc2)ccc1O,'>',500000.0
CHEMBL1958350,COc1ccc2c(c1)c(CC(=O)Oc1ccc(CCO)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',4600.0
CHEMBL3576985,COC(=O)CNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,'=',10310.0
CHEMBL3576977,COC(=O)CNC(=O)CNC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,'=',10340.0
CHEMBL16171,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,'=',46000.0
CHEMBL4643198,CC[C@H](C)[C@H](Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)C(=O)OC,'=',6000.0
CHEMBL2063732,CC(C(=O)O)c1ccc(OC2CCCC2=O)cc1F,'=',24100.0
CHEMBL1946749,O=C(O)Cc1c(-c2ccccc2)n(C(=O)c2ccc(Cl)cc2)c2ccccc12,'>',400000.0
CHEMBL2333733,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CC(C)CC(C)C2)cc1,'=',1980.0
CHEMBL91832,CC1(C)C(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',5.0
CHEMBL155185,CS(=O)(=O)c1ccc(-n2nc(-c3ccc(F)cc3)c3c2CCCC3)cc1,'>',10000.0
CHEMBL213326,COc1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)cc1OC,'=',4280.0
CHEMBL2334141,CCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',1020.0
CHEMBL361472,Cc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',17.0
CHEMBL4065185,N#Cc1c(N=Cc2ccco2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2,'=',450.0
CHEMBL319284,CS(=O)(=O)c1ccc(-c2cc(CCC(=O)O)sc2-c2ccc(F)cc2)cc1,'>',300000.0
CHEMBL2283161,CC(C)Oc1ccc(-c2ccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)cc2)cc1,'=',320.0
CHEMBL2283152,CCCCC(=C(c1ccccc1)c1ccccc1)c1ccccc1,'=',7900.0
CHEMBL2283179,CS(=O)(=O)Nc1ccc(/C(=C(\c2ccccc2)C2CCCCC2)c2ccccc2)cc1,'>',100000.0
CHEMBL420987,CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',2.8
