Smiles,Standard Relation,Standard Units,Standard Value
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,'=',nM,1839.0
CCOC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,500.0
Cc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1,'=',nM,790.68
CS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,'=',nM,1870.0
CC(C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,'=',nM,2400.0
CCc1ccc(/C=C/S(N)(=O)=O)cc1C(=O)c1ccccc1,'=',nM,770.0
CS(=O)(=O)c1ccc(-c2nc3sccn3c2-c2ccccc2)cc1,'=',nM,3210.0
CCOC(=O)c1c(C)oc2ccc(Oc3ccc4ccccc4c3)cc12,'=',nM,15800.0
CC(C)[C@@H]1CC[C@]2(C)[C@@H]3C(C=C4[C@@H]5CC(C)(C)C(=O)C[C@]5(C)CC[C@]42C)OC(=O)CC(O)[C@]31C,'=',nM,460000.0
CCCCOc1nc(OCC2COC2)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,'=',nM,36.0
CS(=O)(=O)Nc1cc(Cc2ccc(Cl)cc2)c2ccccc2c1,'=',nM,10000.0
O=C(O)Cc1cccc(-c2ccn(C(F)F)c(=O)c2)c1,'=',nM,11100.0
COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2)CCNC1.Cl,'=',nM,87600.0
O=C(COc1ccc(Cl)cc1Cl)N/N=C1/SCC(=O)N1c1ccc(Br)cc1,'=',nM,9580.0
O=C(COc1ccc(Cl)cc1Cl)N/N=C1/SCC(=O)N1Cc1ccccc1,'=',nM,3290.0
Cc1ccc(-c2cn(-c3ccc(S(C)(=O)=O)cc3)nn2)cc1,'=',nM,2500.0
CCOC(=O)c1c(C)oc2ccc(Oc3ccc(C)cc3)cc12,'=',nM,4200.0
CS(=O)(=O)c1ccc(C2=C(c3cccc(O)c3)C(=O)OC2)cc1,'=',nM,3960.0
CC(C)(C)c1cc(Nc2ccccc2C(=O)O)cc2c1OCC2(C)C,'=',nM,4000.0
Cc1csc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)n1,'=',nM,830.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)NC3CCCCC3)nc2-c2ccccc2)cc1,'=',nM,660.0
CC(C)Cc1ccc(C(C)C(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])cc1,'=',nM,1700.0
Cc1onc(-c2ccccc2)c1-c1ccccc1,'=',nM,2490.0
CC1N(C(=O)Nc2cccc(Cl)c2)C(=O)c2ccccc2S1(=O)=O,'=',nM,98800.0
CC(C)(C)c1cc(-c2cc(=S)ss2)cc(C(C)(C)C)c1O,'=',nM,7.2
COC(=O)CC1N(C(=O)Nc2cccc(Cl)c2)C(=O)c2ccccc2S1(=O)=O,'=',nM,105900.0
CC1N(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,'=',nM,76800.0
N#Cc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1,'=',nM,36230.0
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccc(F)c(F)c2)cc1,'=',nM,48.0
CC(C)(C)c1cc(-c2noc(NC#N)n2)cc(C(C)(C)C)c1O,'=',nM,64.0
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NC3CCCCC3)n2)cc1,'=',nM,62.0
CC(C)c1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)n1,'=',nM,1135.0
CC(C)(C)c1cc(-c2cccs2)cc2c1OCC2(C)C,'=',nM,70.0
CSc1ccc(C2=C3c4ccccc4CCC3OC2=O)cc1,'=',nM,827.0
COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(N)cc2)cc1,'=',nM,129.0
COc1ccc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,'=',nM,100.0
CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,'=',nM,121700.0
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2C(C)=O)cc1,'=',nM,7610.0
CCCN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccc(CO)cc2)C1=O,'=',nM,87.0
CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)ssc2=O)cc1,'=',nM,50000.0
O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccccc1,'=',nM,470.0
NS(=O)(=O)c1ccc(/N=N/c2ccc(OC(=O)Nc3ccccc3)c(OC(=O)Nc3ccccc3)c2)cc1,'=',nM,11070.0
COc1ccc(CN2CCN(C(=O)c3cc4cc(Cl)ccc4n3Cc3ccc(F)cc3)CC2)cc1,'=',nM,23.21
O=C(/C=C/c1ccc(O)c(O)c1)NNC(=O)COc1ccc(Br)cc1,'=',nM,3400.0
CCn1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F,'=',nM,130.0
CCCc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,'=',nM,46.0
Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc([S+](C)[O-])cc2)o1,'=',nM,920.0
CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2ccccc2[nH]1,'=',nM,1470.0
CC(C)(C)c1cc(-c2nsc(N=C(N)N)n2)cc(C(C)(C)C)c1O,'=',nM,27000.0
CSc1ccc(C2=C3c4ccccc4CCC3(O)OC2=O)cc1,'=',nM,850.0
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)on2)cc1OC,'=',nM,1330.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2ccc(F)cc2)cc1,'=',nM,230.0
COc1cccc(-c2cc(C(=O)N3CCSCC3)nn2-c2ccc(S(N)(=O)=O)cc2)c1,'=',nM,1950.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2ccccc2)cc1,'=',nM,690.0
COc1ccc(-c2cc(C(=O)NCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,710.0
[2H]C([2H])([2H])c1cc(Cl)cc2c1O[C@H](C(F)(F)F)C(C(=O)O)=C2,'=',nM,20.0
Clc1ccc(-c2nnc(-c3cn(-c4ccccc4)nc3-c3ccc(Br)cc3)o2)cc1,'=',nM,50000.0
Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,'=',nM,53000.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2ccc(Br)cc2)cc1,'=',nM,310.0
COc1ccc(-c2cc(C(=O)N3CCSCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,1210.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCN3CCOCC3)cc2-c2ccc(F)cc2)cc1,'=',nM,210.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCN3CCOCC3)cc2-c2ccc(C(F)(F)F)cc2)cc1,'=',nM,190.0
COOC[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@@H]4CC(=O)c5cc(OC)c(O)cc5[C@]4(C)CC[C@@]3(C)C2C1,'=',nM,660000.0
Clc1nc(OCc2cn(Cc3ccccc3)nn2)nc(N2CCCC2)n1,'=',nM,5000.0
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccccc3)on2)cc1,'=',nM,370.0
COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Br)cc3)on2)cc1OC,'=',nM,340.0
CC1=NN(c2cccc(Cl)c2)C(=O)/C1=C\c1cn(CCCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12,'=',nM,6200.0
CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',nM,62.0
COc1c(Cl)cc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',nM,20.89
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(Nc3ccccc3)n2)cc1,'=',nM,5.6
COc1ccc(-c2nc(OC)nn2-c2ccc(OC)cc2)cc1,'=',nM,3200.0
COC(=O)c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,'=',nM,100000.0
CS(=O)(=O)c1ccc(N2CCN=C2c2ccc(Cl)c(Cl)c2)cc1,'=',nM,2100.0
Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc([S+](C)[O-])cc2)o1,'=',nM,570.0
O=C(c1ccccc1)n1cc(/C=N/c2ccc(F)cc2)c2ccccc21,'=',nM,430.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(-c3nn[nH]n3)cc2)cc1,'=',nM,1.9
NS(=O)(=O)c1ccc(/N=c2\scc(-c3ccc(Cl)cc3Cl)n2-c2ccccc2)cc1,'=',nM,18320.0
COc1cc([C@@H]2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc(O)c1OC,'=',nM,6400.0
O=S(=O)(Nc1ccncc1Nc1cccc(I)c1)C(F)(F)F,'=',nM,260.0
O=C(/C=C/C1=Cc2ccccc2OC1)c1ccc(C(F)(F)F)cc1,'=',nM,830.0
CCc1ccc(N2C(=O)CS/C2=N/NC(=O)COc2ccc(Cl)cc2Cl)cc1,'=',nM,6930.0
O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(Cl)c2)n(-c2ccccc2)n1,'=',nM,4430.0
Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2cccc(Cl)c2)cc1,'=',nM,4800.0
CC(C)(O)[C@H](O)Cc1cc(/C=C/c2cc(O)cc(O)c2)ccc1O,'=',nM,13900.0
CC(C(=O)NCCc1c[nH]c2ccc(O)cc12)c1cccc(Oc2ccccc2)c1,'=',nM,7000.0
N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccc(Br)cc1,'=',nM,64.9
O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(Cl)cc2)=N1,'=',nM,11700.0
Cc1c(-c2c(N=O)nc3ncccn23)cnn1-c1ccccc1,'=',nM,1550.0
O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccc(F)cc1,'=',nM,2460.0
O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccc(Br)cc1,'=',nM,5680.0
Cc1ccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cn1,'=',nM,19600.0
O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1cccnc1Cl,'=',nM,2960.0
CCOC(=O)C1=C(N)N2C(=O)CCC(=O)N2C1c1ccccc1O,'=',nM,181.0
COc1ccc2c(c1)c(CC(=O)NCCCCCO)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,290.0
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1,'=',nM,2170.0
CCCCCCCCCCCC1=CC(=O)C=C(OC)C1=O,'=',nM,570.0
CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)oc3ccccc23)cc1,'=',nM,20.0
NS(=O)(=O)c1ccc(/N=c2\scc(-c3ccc(Br)cc3)n2-c2ccccc2)cc1,'=',nM,19730.0
CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2Cl)c2cc(Cl)ccc2S1(=O)=O,'=',nM,9.0
NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCCO3)cc1,'=',nM,32.36
Cc1cn2c(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)nc2s1,'=',nM,140.0
Cc1csc2nc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n12,'=',nM,1000.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2cccc(F)c2)cc1,'=',nM,190.0
N#CCC(=O)N/N=C/c1c[nH]c2ccc(Br)cc12,'=',nM,250.0
Cc1ccc(-c2ncc(Cl)cc2-c2ccc([S+](C)[O-])cc2)cn1,'=',nM,3700.0
O=c1c2ccccc2nc(SCc2cn(-c3ccc(Br)cc3)nn2)n1-c1ccc(Cl)cc1,'=',nM,240.0
CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)c(F)c3)nc3sccn23)cc1,'=',nM,12.0
CSc1ccc(-c2c(-c3ccccc3)nc3sccn23)cc1,'=',nM,420.0
NS(=O)(=O)c1ccc(-n2nc(NC(=O)NCCCCCCCCCCC(=O)O)cc2-c2ccccc2)cc1,'=',nM,2180.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2CC3)cc1,'=',nM,1096.48
Cc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)nc2ccc(Cl)cc2c1O,'=',nM,2110.0
Cc1c(C(=O)NCc2nc3ccccc3[nH]2)nc2ccc(Cl)cc2c1O,'=',nM,1210.0
Cc1onc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,'=',nM,70.0
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,'=',nM,5.0
Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc([N+](=O)[O-])cc2)cc1,'=',nM,1390.0
O=C(O)C1=Cc2c(ccc(Cl)c2Oc2ccccc2)OC1C(F)(F)F,'=',nM,530.0
O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2OC1C(F)(F)F,'=',nM,56.0
N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccc(F)cc1,'=',nM,38.73
N#Cc1c(N=Cc2cccnc2)c(C(=O)Nc2ccccc2)n2c1CCC2,'=',nM,100.0
Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(N)c2)o1,'=',nM,930.0
O=C(NCc1ccc(F)cc1)C(=O)Oc1sc2ccccc2c1Br,'=',nM,14500.0
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CCC2)cc1,'=',nM,18.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(I)cc2)cc1,'=',nM,8200.0
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc(I)cc3)n2)cc1,'=',nM,850.0
COc1ccc(-c2nc3cc(NC(=O)c4ccc([N+](=O)[O-])cc4Cl)ccc3o2)cc1OC,'=',nM,460.0
COC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](C)NC(=O)OCc1ccccc1,'=',nM,400.0
Brc1ccc(/C=N/Nc2nnc(-c3ccncc3)o2)cc1,'=',nM,110.0
Clc1ccc(/C=N/c2nnc(-c3cccnc3)o2)cc1,'=',nM,130.0
Cc1c(-c2nn(-c3ccccc3)cc2/C=N/O)nnn1-c1ccc(Cl)cc1,'=',nM,50.0
CC(=O)c1nnn(-c2ccc(C(=O)O)cc2)c1C,'=',nM,420.0
C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(Cl)cc2)c1C,'=',nM,60.0
Oc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,'=',nM,100.0
Clc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,'=',nM,89.0
CC(C)C/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(Br)cc1)CCC2,'=',nM,13490.0
CCOC(=O)C1CCN(C(=O)Nc2cc(-c3ccccc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)CC1,'=',nM,2890.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)NC34CC5CC(CC(C5)C3)C4)cc2-c2ccccc2)cc1,'=',nM,2150.0
CCc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1,'=',nM,5700.0
Fc1ccc(Nc2nc(/C=C/c3ccccc3)nc3ccccc23)cc1F,'=',nM,10100.0
O=C(NN1C(=O)c2ccccc2C1=O)c1ccccc1O,'=',nM,130.4
O=C(O)C1=Cc2cc(Cl)cc(-c3ccc(Cl)cc3)c2OC1C(F)(F)F,'=',nM,21.1
CCc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,'=',nM,78.4
O=C1NC(=S)S/C1=C\c1ccc(OCc2cn(-c3ccccc3)nn2)cc1,'=',nM,260.0
N#CC1=C(N)OC(c2ccccc2)=CC1c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,'=',nM,720.0
CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2ccc(F)cc2)cc1,'=',nM,8000.0
CC(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Br)cc2)cc1,'=',nM,70.0
COc1ccc(-c2nc(NCC(=O)N3CCOCC3)sc2-c2ccc(OC)cc2)cc1,'=',nM,6890.0
Oc1cc(O)cc(/C=C/c2cccc(F)c2)c1,'=',nM,820.0
COc1ccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccccc2)cc1,'=',nM,540.0
COc1ccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccc(C)cc2)cc1,'=',nM,230.0
O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc([N+](=O)[O-])cc2)n(-c2ccccc2)n1,'=',nM,1660.0
COc1ccc2c(c1)c1c(n2C(=O)c2c(Cl)cc(Cl)cc2Cl)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,'=',nM,100000.0
CC(C(=O)O)c1ccccc1-c1ccn(C(F)F)c(=O)c1,'=',nM,2600.0
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2CCN(CCCCO[N+](=O)[O-])CC2)cc1,'=',nM,15600.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)Oc3ccc4ccc(=O)oc4c3)cc2-c2ccccc2)cc1,'=',nM,2500.0
COc1c(OC)c(O)c2c(=O)cc(C)oc2c1Cl,'=',nM,43410.0
Cc1sc2nc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)n2c1C,'=',nM,5000.0
Cc1cc2c(c(C)c1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,69.0
CS(=O)(=O)c1ccc(C2=NN(c3ccc(C(=O)O)cc3)C(c3ccc(Cl)cc3)C2)cc1,'=',nM,3980.0
Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccc(Cl)cc3)o2)cc1,'=',nM,58000.0
Cc1ccccc1Nc1cnccc1NS(=O)(=O)C(F)(F)F,'=',nM,2690.0
COc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1,'=',nM,1580.0
COc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1,'=',nM,160.0
CS(=O)(=O)Nc1ccncc1Nc1cccc(Cl)c1,'=',nM,730.0
COc1ccc(-c2nc3cc(NC(=O)c4ccccc4Br)ccc3o2)cc1OC,'=',nM,2240.0
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,'=',nM,144000.0
CS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1Cl,'=',nM,120.0
COc1ccc(C2=Cc3ccccc3CC2)c(OC)c1OC,'=',nM,660.0
COc1ccc(C2=Cc3ccccc3C2)c(OC)c1OC,'=',nM,1330.0
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,'=',nM,140.0
CCSc1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,'=',nM,110.0
CCSc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,'=',nM,80.0
O=C(O)c1ccc(-n2cc(CSc3nc4ccccc4c(=O)n3-c3ccccc3)nn2)cc1,'=',nM,670.0
O=c1c2ccccc2nc(SCc2cn(-c3ccccc3)nn2)n1-c1ccc(Br)cc1,'=',nM,250.0
O=c1c2ccccc2nc(SCc2cn(-c3ccc(Cl)cc3)nn2)n1-c1ccc(Br)cc1,'=',nM,160.0
CCCOCCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccccc2)c1C,'=',nM,1300.0
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(Br)cc2)cc1,'=',nM,26340.0
CS(=O)(=O)c1ccc(-n2nncc2-c2ccc(F)cc2)cc1,'=',nM,30.0
Cc1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,4620.0
O=C(NCCc1c[nH]c2ccc(O)cc12)c1ccccc1O,'=',nM,1740.0
NS(=O)(=O)c1ccc(-n2nc(COC(=O)c3cc4ccccc4oc3=O)cc2-c2ccc(F)cc2)cc1,'=',nM,3360.0
O=C(O)C[C@@H]1C(=O)O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4ccccc4C(=O)OC[C@H]2O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2[C@H]1[C@H](O)C(=O)O3,'=',nM,920.0
COc1ccc(-c2nc3cc(NC(=O)c4ccc(C)cc4)ccc3o2)cc1OC,'=',nM,1390.0
CCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,'=',nM,4017.0
COc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC,'=',nM,2168.0
Clc1ccc(/C=N/Nc2nnc(-c3ccncc3)o2)cc1,'=',nM,290.0
COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,'=',nM,78300.0
CC(C)Cc1ccc(C(C)C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1,'=',nM,10000.0
Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,'=',nM,5000.0
C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C,'=',nM,40.0
CC(=O)c1nnn(-c2ccc(F)cc2)c1C,'=',nM,230.0
C/C(=N\NC(N)=O)c1nnn(-c2ccc(Cl)cc2)c1C,'=',nM,320.0
CC(=O)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,'=',nM,290.0
C/C(=N\NC(N)=S)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,'=',nM,50.0
COc1cc(Cc2n[nH]c(=S)n(/N=C/c3cc4ccc(OCc5ccccc5)cc4nc3Cl)c2=O)cc(OC)c1OC,'=',nM,120.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2ccccc2Cl)cc1,'=',nM,770.0
COc1cc(-c2cc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,'=',nM,230.0
CC(COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12)O[N+](=O)[O-],'=',nM,45000.0
NS(=O)(=O)c1ccc(-c2nc(NCc3ccco3)cc(C(F)(F)F)n2)cc1,'=',nM,2790.0
CS(=O)(=O)c1ccc(-c2nc(NCCCc3cccs3)cc(C(F)(F)F)n2)cc1,'=',nM,826456.5
CCSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)cc1,'=',nM,51200.0
CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(Cl)cc1,'=',nM,21700.0
NS(=O)(=O)c1ccc(/N=C/c2ccc(O)c(C(=O)O)c2)cc1,'=',nM,740.0
COc1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,9880.0
CCc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1,'=',nM,1559.55
Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc([S@@+](C)[O-])cc2)o1,'=',nM,1580.0
Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,'=',nM,5.012
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OCC3CCCC3)n2)cc1,'=',nM,22.0
COc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,'=',nM,51.0
Cc1c(Cl)cc2c(c1C)O[C@H](C(F)(F)F)C(C(=O)O)=C2,'=',nM,30.0
NS(=O)(=O)c1ccc(/C=N/c2ccc(C(F)(F)F)cc2)cc1,'=',nM,6540.0
COc1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1OC,'=',nM,3090.0
CS(=O)(=O)c1ccc(N2CCN=C2c2cccc(Cl)c2)cc1,'=',nM,8100.0
NS(=O)(=O)c1ccc(N2CCN=C2c2cccc(Br)c2)cc1,'=',nM,2900.0
NS(=O)(=O)c1ccc(N2CCN=C2c2cccc(Cl)c2)cc1,'=',nM,2500.0
CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nn3ncccc23)cc1,'=',nM,2.0
O=C(Nc1ccc(-c2cccc(Cl)c2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,'=',nM,44400.0
O=[N+]([O-])c1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccc(Cl)cc3)o2)cc1,'=',nM,1200.0
Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1,'=',nM,6500.0
COc1ccc2c(c1)c(CC(=O)N[C@H](CO)C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,370.0
COC(=O)CNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',nM,4000.0
CSc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(O)OC2=O)cc1,'=',nM,310.0
CC(C)c1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(O)OC2=O)cc1,'=',nM,410.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)NCc3ccccc3)nc2-c2ccccc2)cc1,'=',nM,1700.0
Cn1cccc1Cc1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)n1,'=',nM,23.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccn2)cc1,'=',nM,45600.0
CS(=O)(=O)c1ccc(-c2nnnn2-c2ccccc2)cc1,'=',nM,200000.0
COC(=O)[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,'=',nM,2200.0
Cc1cc(C)c2c(=O)n(CC(=O)N3CCN(c4cccc(Cl)c4)CC3)sc2n1,'=',nM,407380.28
COc1cc(NC(C)=O)ccc1O,'=',nM,138000.0
CC(=O)N[C@H]1Oc2ccc(CCO)cc2O[C@@H]1c1ccc(O)c(O)c1,'=',nM,2500.0
